title;url;release_date;points;months in top 100;average position in top 100;peak position;months in top 10;current position in top 100;months since leaving top 100
Agricola: All Creatures Big and Small;https://boardgamegeek.com/boardgame/119890/agricola-all-creatures-big-and-small;2012;3.326965368653803;28;73.42857142857143;34;0;not applicable;95
Glen More;https://boardgamegeek.com/boardgame/66362/glen-more;2010;3.234891837436705;25;67.88;25;0;not applicable;126
Beyond the Sun;https://boardgamegeek.com/boardgame/317985/beyond-the-sun;2020;3.2036407239400204;24;60.125;29;0;73;not applicable
Zombicide;https://boardgamegeek.com/boardgame/113924/zombicide;2012;3.1856672055233712;25;65.92;32;0;not applicable;104
Trajan;https://boardgamegeek.com/boardgame/102680/trajan;2011;3.174458494266764;25;65.72;33;0;not applicable;105
L.L.A.M.A.;https://boardgamegeek.com/boardgame/266083/llm;2019;3.062303749846107;26;74.88461538461539;41;0;not applicable;4
Through the Ages: A New Story of Civilization;https://boardgamegeek.com/boardgame/182028/through-the-ages-a-new-story-of-civilization;2015;3.0466452400540005;27;81.88888888888889;34;0;not applicable;29
The Crew: Mission Deep Sea;https://boardgamegeek.com/boardgame/324856/the-crew-mission-deep-sea;2021;3.0321452435843494;19;40.36842105263158;23;0;47;not applicable
Maracaibo;https://boardgamegeek.com/boardgame/276025/maracaibo;2019;2.9808200971844037;23;64.6086956521739;30;0;not applicable;17
Rise of Augustus;https://boardgamegeek.com/boardgame/137297/rise-of-augustus;2013;2.9615826795276456;22;59.90909090909091;26;0;not applicable;98
Eminent Domain;https://boardgamegeek.com/boardgame/68425/eminent-domain;2011;2.959752129550921;17;51.05882352941177;6;2;not applicable;109
Bruges;https://boardgamegeek.com/boardgame/136888/bruges;2013;2.933544806109606;21;59.714285714285715;16;0;not applicable;96
A Game of Thrones: The Board Game (Second Edition);https://boardgamegeek.com/boardgame/103343/a-game-of-thrones-the-board-game-second-edition;2011;2.907951134911979;25;75.92;52;0;not applicable;106
Decrypto;https://boardgamegeek.com/boardgame/225694/decrypto;2018;2.900607896758171;22;61.18181818181818;29;0;not applicable;38
Sid Meier's Civilization: The Board Game;https://boardgamegeek.com/boardgame/77130/sid-meiers-civilization-the-board-game;2010;2.8921209538113146;18;48.94444444444444;9;1;not applicable;132
Dominion: Prosperity;https://boardgamegeek.com/boardgameexpansion/66690/dominion-prosperity;2010;2.889679831491167;20;59.85;16;0;not applicable;129
BANG!;https://boardgamegeek.com/boardgame/3955/bang;2002;2.8805169859108823;26;83.0;54;0;not applicable;128
Fresco;https://boardgamegeek.com/boardgame/66188/fresco;2010;2.8781055449314366;19;52.10526315789474;16;0;not applicable;138
Ghost Stories;https://boardgamegeek.com/boardgame/37046/ghost-stories;2008;2.8683497015904744;25;77.64;48;0;not applicable;114
London;https://boardgamegeek.com/boardgame/65781/london;2010;2.8609123200977162;15;42.4;5;1;not applicable;134
Paladins of the West Kingdom;https://boardgamegeek.com/boardgame/266810/paladins-of-the-west-kingdom;2019;2.8575808335587505;22;68.31818181818181;19;0;not applicable;14
Codenames: Pictures;https://boardgamegeek.com/boardgame/198773/codenames-pictures;2016;2.8435798204905653;17;49.11764705882353;10;1;not applicable;63
Tiny Epic Galaxies;https://boardgamegeek.com/boardgame/163967/tiny-epic-galaxies;2015;2.838841684709483;20;61.3;10;1;not applicable;62
Chaos in the Old World;https://boardgamegeek.com/boardgame/43111/chaos-old-world;2009;2.8249295600511637;23;71.0;32;0;not applicable;132
Gizmos;https://boardgamegeek.com/boardgame/246192/gizmos;2018;2.8162969680887517;20;55.8;32;0;83;not applicable
The Grizzled;https://boardgamegeek.com/boardgame/171668/grizzled;2015;2.787163929098479;20;55.0;31;0;not applicable;71
SCOUT;https://boardgamegeek.com/boardgame/291453/scout;2019;2.7742697405905075;12;28.75;9;3;9;not applicable
Crokinole;https://boardgamegeek.com/boardgame/521/crokinole;1876;2.6928727460925215;25;87.64;54;0;not applicable;112
Tokaido;https://boardgamegeek.com/boardgame/123540/tokaido;2012;2.6824815985728057;25;87.36;71;0;not applicable;35
My City;https://boardgamegeek.com/boardgame/295486/my-city;2020;2.677730986236028;22;70.77272727272727;37;0;not applicable;1
Photosynthesis;https://boardgamegeek.com/boardgame/218603/photosynthesis;2017;2.659646695547004;17;52.411764705882355;16;0;not applicable;51
Secret Hitler;https://boardgamegeek.com/boardgame/188834/secret-hitler;2016;2.655915465706783;22;72.45454545454545;27;0;not applicable;40
KeyForge: Call of the Archons;https://boardgamegeek.com/boardgame/257501/keyforge-call-of-the-archons;2018;2.610993670493048;10;34.6;3;3;not applicable;44
Harry Potter: Hogwarts Battle;https://boardgamegeek.com/boardgame/199042/harry-potter-hogwarts-battle;2016;2.5943323181385134;24;86.83333333333333;62;0;not applicable;27
Deception: Murder in Hong Kong;https://boardgamegeek.com/boardgame/156129/deception-murder-in-hong-kong;2014;2.5796128810311267;22;74.31818181818181;51;0;not applicable;52
Qwirkle;https://boardgamegeek.com/boardgame/25669/qwirkle;2006;2.5627639051561615;22;76.54545454545455;38;0;not applicable;88
Azul: Stained Glass of Sintra;https://boardgamegeek.com/boardgame/256226/azul-stained-glass-of-sintra;2018;2.542716627164882;16;49.75;14;0;not applicable;38
Quadropolis;https://boardgamegeek.com/boardgame/176396/quadropolis;2016;2.5376651274784536;15;55.53333333333333;7;1;not applicable;71
7 Wonders: Leaders;https://boardgamegeek.com/boardgameexpansion/92539/7-wonders-leaders;2011;2.533578750683055;17;56.11764705882353;9;1;not applicable;123
The 7th Continent;https://boardgamegeek.com/boardgame/180263/7th-continent;2017;2.483829001716807;13;39.07692307692308;8;1;not applicable;36
Zooloretto;https://boardgamegeek.com/boardgame/27588/zooloretto;2007;2.475796216372378;22;80.5;56;0;not applicable;127
Ora et Labora;https://boardgamegeek.com/boardgame/70149/ora-et-labora;2011;2.4001955561693746;13;46.23076923076923;9;1;not applicable;123
Tobago;https://boardgamegeek.com/boardgame/42215/tobago;2009;2.393560386103896;17;59.11764705882353;24;0;not applicable;142
Cyclades;https://boardgamegeek.com/boardgame/54998/cyclades;2009;2.368311324948818;19;69.78947368421052;28;0;not applicable;129
Mechs vs. Minions;https://boardgamegeek.com/boardgame/209010/mechs-vs-minions;2016;2.356218833952465;13;39.30769230769231;12;0;not applicable;66
Lewis & Clark: The Expedition;https://boardgamegeek.com/boardgame/140620/lewis-clark-expedition;2013;2.349470697659513;16;58.875;14;0;not applicable;95
Chronicles of Crime;https://boardgamegeek.com/boardgame/239188/chronicles-of-crime;2018;2.3371968299106944;16;53.25;24;0;not applicable;35
The Red Cathedral;https://boardgamegeek.com/boardgame/227224/the-red-cathedral;2020;2.2770827508473546;20;79.15;49;0;99;not applicable
Concept;https://boardgamegeek.com/boardgame/147151/concept;2013;2.265999065696986;20;80.6;45;0;not applicable;76
Blood Bowl: Team Manager – The Card Game;https://boardgamegeek.com/boardgame/90137/blood-bowl-team-manager-card-game;2011;2.2581580041961;16;61.375;21;0;not applicable;118
Rajas of the Ganges;https://boardgamegeek.com/boardgame/220877/rajas-ganges;2017;2.254594869401342;18;67.61111111111111;38;0;not applicable;36
Disney Villainous: The Worst Takes it All;https://boardgamegeek.com/boardgame/256382/disney-villainous-worst-takes-it-all;2018;2.2529610521116186;19;74.63157894736842;35;0;not applicable;25
Ethnos;https://boardgamegeek.com/boardgame/206718/ethnos;2017;2.2353434419042437;16;60.3125;18;0;not applicable;55
El Grande;https://boardgamegeek.com/boardgame/93/el-grande;1995;2.2345113947643696;20;81.65;60;0;not applicable;120
Captain Sonar;https://boardgamegeek.com/boardgame/171131/captain-sonar;2016;2.213617496709726;16;62.5625;17;0;not applicable;65
Meadow;https://boardgamegeek.com/boardgame/314491/meadow;2021;2.207380149345092;19;75.6842105263158;51;0;70;not applicable
Merchants & Marauders;https://boardgamegeek.com/boardgame/25292/merchants-marauders;2010;2.2011532074759823;15;57.2;18;0;not applicable;131
Barrage;https://boardgamegeek.com/boardgame/251247/barrage;2019;2.1813762820325633;19;80.21052631578948;36;0;88;not applicable
Star Wars: Rebellion;https://boardgamegeek.com/boardgame/187645/star-wars-rebellion;2016;2.1787817727538537;14;54.5;7;1;not applicable;67
So Clover!;https://boardgamegeek.com/boardgame/329839/so-clover;2021;2.1622385016007515;17;63.470588235294116;38;0;71;not applicable
Imhotep;https://boardgamegeek.com/boardgame/191862/imhotep;2016;2.161312798867844;16;59.4375;29;0;not applicable;66
Dinosaur Island;https://boardgamegeek.com/boardgame/221194/dinosaur-island;2017;2.149222385673799;16;64.875;22;0;not applicable;42
CuBirds;https://boardgamegeek.com/boardgame/245476/cubirds;2018;2.1442026663143205;19;81.57894736842105;38;0;not applicable;6
Dungeons & Dragons: Castle Ravenloft Board Game;https://boardgamegeek.com/boardgame/59946/dungeons-dragons-castle-ravenloft-board-game;2010;2.139946693682158;9;39.55555555555556;2;2;not applicable;143
Libertalia;https://boardgamegeek.com/boardgame/125618/libertalia;2012;2.1131749795968924;17;69.17647058823529;31;0;not applicable;94
Arboretum;https://boardgamegeek.com/boardgame/140934/arboretum;2015;2.1131221425246713;16;60.8125;37;0;not applicable;38
Cryptid;https://boardgamegeek.com/boardgame/246784/cryptid;2018;2.094314645354967;17;69.52941176470588;41;0;not applicable;38
Egizia;https://boardgamegeek.com/boardgame/58421/egizia;2009;2.060272740305261;16;70.125;24;0;not applicable;138
Mansions of Madness;https://boardgamegeek.com/boardgame/83330/mansions-of-madness;2011;2.0566667495783633;11;42.81818181818182;5;1;not applicable;135
Downforce;https://boardgamegeek.com/boardgame/215311/downforce;2017;2.04779985714979;18;79.77777777777777;45;0;not applicable;17
Between Two Cities;https://boardgamegeek.com/boardgame/168435/between-two-cities;2015;2.0338885682255987;12;51.416666666666664;7;2;not applicable;79
Canvas;https://boardgamegeek.com/boardgame/290236/canvas;2021;2.027405591459224;16;67.625;36;0;not applicable;4
Onitama;https://boardgamegeek.com/boardgame/160477/onitama;2014;2.017621324742381;18;81.55555555555556;45;0;not applicable;19
Space Hulk: Death Angel – The Card Game;https://boardgamegeek.com/boardgame/71721/space-hulk-death-angel-card-game;2010;2.0161888095140927;13;54.07692307692308;8;1;not applicable;139
Deep Sea Adventure;https://boardgamegeek.com/boardgame/169654/deep-sea-adventure;2014;2.0055370788326536;19;90.15789473684211;76;0;not applicable;38
Nations;https://boardgamegeek.com/boardgame/126042/nations;2013;2.0051386106486984;12;43.75;13;0;not applicable;102
Project L;https://boardgamegeek.com/boardgame/260180/project-l;2020;1.9938444105241293;17;73.52941176470588;58;0;77;not applicable
Rising Sun;https://boardgamegeek.com/boardgame/205896/rising-sun;2018;1.9738029291945778;8;37.875;4;2;not applicable;55
Evolution;https://boardgamegeek.com/boardgame/155703/evolution;2014;1.966731682673018;16;69.1875;39;0;not applicable;83
Flamecraft;https://boardgamegeek.com/boardgame/336986/flamecraft;2022;1.9472955210073426;8;22.25;7;2;39;not applicable
Targi;https://boardgamegeek.com/boardgame/118048/targi;2012;1.9440036129281273;17;78.0;60;0;not applicable;10
Discworld: Ankh-Morpork;https://boardgamegeek.com/boardgame/91312/discworld-ankh-morpork;2011;1.9341005186090172;12;50.0;9;1;not applicable;128
Navegador;https://boardgamegeek.com/boardgame/66589/navegador;2010;1.9277969083933812;13;51.23076923076923;17;0;not applicable;136
The Game;https://boardgamegeek.com/boardgame/173090/the-game;2015;1.9113791053881477;17;80.29411764705883;64;0;not applicable;56
Macao;https://boardgamegeek.com/boardgame/55670/macao;2009;1.8934898949909449;14;60.857142857142854;30;0;not applicable;144
Mice and Mystics;https://boardgamegeek.com/boardgame/124708/mice-and-mystics;2012;1.8893479760523137;16;73.8125;45;0;not applicable;109
Notre Dame;https://boardgamegeek.com/boardgame/25554/notre-dame;2007;1.8620880669775615;17;84.58823529411765;65;0;not applicable;130
Last Will;https://boardgamegeek.com/boardgame/97842/last-will;2011;1.8507786472206835;13;57.38461538461539;27;0;not applicable;125
MicroMacro: Crime City;https://boardgamegeek.com/boardgame/318977/micromacro-crime-city;2020;1.843370362511956;13;53.15384615384615;31;0;not applicable;13
Last Night on Earth: The Zombie Game;https://boardgamegeek.com/boardgame/29368/last-night-earth-zombie-game;2007;1.824323486965772;15;70.53333333333333;34;0;not applicable;126
Marvel United;https://boardgamegeek.com/boardgame/298047/marvel-united;2020;1.822307932159502;14;69.21428571428571;15;0;not applicable;2
Trains;https://boardgamegeek.com/boardgame/121408/trains;2012;1.8218093628675465;12;57.166666666666664;15;0;not applicable;102
King of New York;https://boardgamegeek.com/boardgame/160499/king-of-new-york;2014;1.7413769104333885;11;54.09090909090909;15;0;not applicable;92
The Taverns of Tiefenthal;https://boardgamegeek.com/boardgame/269207/the-taverns-of-tiefenthal;2019;1.7404625480959999;14;75.0;29;0;not applicable;17
A Few Acres of Snow;https://boardgamegeek.com/boardgame/79828/few-acres-snow;2011;1.7278513137660052;10;43.8;18;0;not applicable;131
Heat: Pedal to the Metal;https://boardgamegeek.com/boardgame/366013/heat-pedal-to-the-metal;2022;1.7271132922809298;7;26.0;8;1;13;not applicable
The Lord of the Rings: Journeys in Middle-Earth;https://boardgamegeek.com/boardgame/269385/the-lord-of-the-rings-journeys-in-middle-earth;2019;1.718047105137773;12;60.833333333333336;13;0;not applicable;30
Alchemists;https://boardgamegeek.com/boardgame/161970/alchemists;2014;1.6923961997212644;11;49.90909090909091;22;0;not applicable;85
Pickomino;https://boardgamegeek.com/boardgame/15818/pickomino;2005;1.677049764722465;15;81.66666666666667;57;0;not applicable;131
Above and Below;https://boardgamegeek.com/boardgame/172818/above-and-below;2015;1.6767969060351973;14;72.14285714285714;52;0;not applicable;72
Welcome to the Moon;https://boardgamegeek.com/boardgame/339789/welcome-to-the-moon;2021;1.6708936109072294;15;81.8;63;0;94;not applicable
At the Gates of Loyang;https://boardgamegeek.com/boardgame/39683/at-the-gates-of-loyang;2009;1.6635014869328157;14;73.85714285714286;49;0;not applicable;141
Furnace;https://boardgamegeek.com/boardgame/318084/furnace;2020;1.663113285186892;12;63.583333333333336;15;0;not applicable;8
Reef;https://boardgamegeek.com/boardgame/244228/reef;2018;1.6564220993535614;10;52.1;11;0;not applicable;45
Paleo;https://boardgamegeek.com/boardgame/300531/paleo;2020;1.6535186459844813;15;83.46666666666667;63;0;not applicable;7
Great Western Trail: Second Edition;https://boardgamegeek.com/boardgame/341169/great-western-trail-second-edition;2021;1.652704117279574;14;72.71428571428571;53;0;87;not applicable
Pandemic: The Cure;https://boardgamegeek.com/boardgame/150658/pandemic-cure;2014;1.6324224062821149;11;51.81818181818182;24;0;not applicable;91
Skull;https://boardgamegeek.com/boardgame/92415/skull;2011;1.6026978460831849;15;88.8;61;0;not applicable;7
Race for the Galaxy: The Gathering Storm;https://boardgamegeek.com/boardgameexpansion/34499/race-galaxy-gathering-storm;2008;1.5899954991144503;13;70.46153846153847;50;0;not applicable;142
Vikings;https://boardgamegeek.com/boardgame/27173/vikings;2007;1.5780112859342494;14;80.64285714285714;47;0;not applicable;144
Coimbra;https://boardgamegeek.com/boardgame/245638/coimbra;2018;1.570689384800344;9;45.44444444444444;11;0;not applicable;46
Nova Luna;https://boardgamegeek.com/boardgame/284435/nova-luna;2019;1.5609422585826016;14;83.5;39;0;74;not applicable
Finca;https://boardgamegeek.com/boardgame/40628/finca;2009;1.5484902620836436;13;71.61538461538461;54;0;not applicable;145
NMBR 9;https://boardgamegeek.com/boardgame/217449/nmbr-9;2017;1.5473020470833418;12;64.5;37;0;not applicable;54
Blokus;https://boardgamegeek.com/boardgame/2453/blokus;2000;1.5296303573394274;14;84.71428571428571;60;0;not applicable;136
Karuba;https://boardgamegeek.com/boardgame/183251/karuba;2015;1.5289563337662382;12;65.0;32;0;not applicable;72
Deus;https://boardgamegeek.com/boardgame/162082/deus;2014;1.5098687986965666;11;60.27272727272727;28;0;not applicable;91
Ca$h 'n Guns: Second Edition;https://boardgamegeek.com/boardgame/155362/cah-n-guns-second-edition;2014;1.506784155521194;13;76.92307692307692;54;0;not applicable;88
Viticulture;https://boardgamegeek.com/boardgame/128621/viticulture;2013;1.500460350294703;13;76.46153846153847;60;0;not applicable;83
Bora Bora;https://boardgamegeek.com/boardgame/127060/bora-bora;2013;1.4924738383138838;11;65.18181818181819;18;0;not applicable;110
Twice as Clever!;https://boardgamegeek.com/boardgame/269210/twice-as-clever;2019;1.4901659679466328;12;69.16666666666667;38;0;not applicable;31
Shadows over Camelot;https://boardgamegeek.com/boardgame/15062/shadows-over-camelot;2005;1.4846565123103856;14;89.64285714285714;69;0;not applicable;109
Carson City;https://boardgamegeek.com/boardgame/39938/carson-city;2009;1.482730921482457;12;69.33333333333333;40;0;not applicable;146
The Search for Planet X;https://boardgamegeek.com/boardgame/279537/the-search-for-planet-x;2020;1.4826450710751575;14;89.64285714285714;75;0;not applicable;2
Horrified;https://boardgamegeek.com/boardgame/282524/horrified;2019;1.4709903403484752;11;66.18181818181819;27;0;not applicable;6
Mystic Vale;https://boardgamegeek.com/boardgame/194607/mystic-vale;2016;1.4595231750062723;11;66.45454545454545;21;0;not applicable;59
Terror in Meeple City;https://boardgamegeek.com/boardgame/97903/terror-meeple-city;2013;1.4569856897120124;10;53.6;26;0;not applicable;104
Exploding Kittens;https://boardgamegeek.com/boardgame/172225/exploding-kittens;2015;1.4458145872123274;11;68.81818181818181;14;0;not applicable;39
Glass Road;https://boardgamegeek.com/boardgame/143693/glass-road;2013;1.4420212410991466;9;45.0;20;0;not applicable;105
Space Alert;https://boardgamegeek.com/boardgame/38453/space-alert;2008;1.4159613098980854;13;85.15384615384616;63;0;not applicable;131
Lanterns: The Harvest Festival;https://boardgamegeek.com/boardgame/160851/lanterns-harvest-festival;2015;1.4086226436811211;13;86.3076923076923;62;0;not applicable;71
Mascarade;https://boardgamegeek.com/boardgame/139030/mascarade;2013;1.4066569589776994;11;69.81818181818181;26;0;not applicable;100
Acquire;https://boardgamegeek.com/boardgame/5/acquire;1963;1.382213731175262;13;89.07692307692308;75;0;not applicable;138
Steam;https://boardgamegeek.com/boardgame/27833/steam;2009;1.376115890154932;12;77.75;53;0;not applicable;139
Hero Realms;https://boardgamegeek.com/boardgame/198994/hero-realms;2016;1.3203337097305097;12;83.66666666666667;61;0;not applicable;56
Shadow Hunters;https://boardgamegeek.com/boardgame/24068/shadow-hunters;2005;1.290296316869366;12;87.25;71;0;not applicable;147
Splendor Duel;https://boardgamegeek.com/boardgame/364073/splendor-duel;2022;1.2868362883821303;6;23.333333333333332;16;0;36;not applicable
Carnegie;https://boardgamegeek.com/boardgame/310873/carnegie;2022;1.2750172950893488;9;57.55555555555556;26;0;not applicable;3
Power Grid: Factory Manager;https://boardgamegeek.com/boardgame/44163/power-grid-factory-manager;2009;1.2699054852224023;8;55.25;13;0;not applicable;152
Aeon's End;https://boardgamegeek.com/boardgame/191189/aeons-end;2016;1.2501340513855015;11;78.36363636363636;64;0;not applicable;20
Rattus;https://boardgamegeek.com/boardgame/42452/rattus;2010;1.2403021808247585;11;80.9090909090909;49;0;not applicable;137
Pandemic: On the Brink;https://boardgamegeek.com/boardgameexpansion/40849/pandemic-brink;2009;1.2321963312202937;10;69.6;40;0;not applicable;148
Guillotine;https://boardgamegeek.com/boardgame/116/guillotine;1998;1.191235978229514;11;85.81818181818181;69;0;not applicable;147
Dungeon Roll;https://boardgamegeek.com/boardgame/138788/dungeon-roll;2013;1.1880132839403128;6;45.5;7;1;not applicable;111
Long Shot: The Dice Game;https://boardgamegeek.com/boardgame/295374/long-shot-the-dice-game;2022;1.1751232691173141;10;76.6;41;0;not applicable;3
Airlines Europe;https://boardgamegeek.com/boardgame/90419/airlines-europe;2011;1.1678650024601773;10;77.1;37;0;not applicable;133
Welcome to the Dungeon;https://boardgamegeek.com/boardgame/150312/welcome-dungeon;2013;1.166980211541051;10;78.1;39;0;not applicable;78
Yspahan;https://boardgamegeek.com/boardgame/22345/yspahan;2006;1.1610582213812117;11;90.0909090909091;82;0;not applicable;145
Gùgōng;https://boardgamegeek.com/boardgame/250458/gugng;2018;1.1446931282513784;8;59.75;20;0;not applicable;43
Yokohama;https://boardgamegeek.com/boardgame/196340/yokohama;2016;1.1394166885587405;7;49.857142857142854;15;0;not applicable;66
Hawaii;https://boardgamegeek.com/boardgame/106217/hawaii;2011;1.1375156649088178;9;68.33333333333333;36;0;not applicable;126
Abyss;https://boardgamegeek.com/boardgame/155987/abyss;2014;1.133611087267069;9;68.77777777777777;30;0;not applicable;25
Endless Winter: Paleoamericans;https://boardgamegeek.com/boardgame/305096/endless-winter-paleoamericans;2022;1.1180065370354462;6;37.5;13;0;not applicable;1
Star Wars: The Card Game;https://boardgamegeek.com/boardgame/103886/star-wars-card-game;2012;1.108640412373151;9;69.0;49;0;not applicable;115
Marvel Dice Masters: Avengers vs. X-Men;https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men;2014;1.102906312377101;8;65.5;18;0;not applicable;101
Silver & Gold;https://boardgamegeek.com/boardgame/270673/silver-gold;2019;1.095194836238014;10;84.9;63;0;not applicable;21
Mombasa;https://boardgamegeek.com/boardgame/172386/mombasa;2015;1.0924348990860393;9;69.88888888888889;54;0;not applicable;79
Obsession;https://boardgamegeek.com/boardgame/231733/obsession;2018;1.089280166041442;9;70.77777777777777;47;0;93;not applicable
Queendomino;https://boardgamegeek.com/boardgame/232043/queendomino;2017;1.0847855904346255;8;60.75;27;0;not applicable;58
Warhammer: Invasion;https://boardgamegeek.com/boardgame/47185/warhammer-invasion;2009;1.0812342813421105;10;86.1;74;0;not applicable;150
Red Rising;https://boardgamegeek.com/boardgame/329465/red-rising;2021;1.0753414397678005;8;64.625;27;0;not applicable;18
Legendary Encounters: An Alien Deck Building Game;https://boardgamegeek.com/boardgame/146652/legendary-encounters-alien-deck-building-game;2014;1.047634053851626;9;75.55555555555556;51;0;not applicable;91
Dominion: Alchemy;https://boardgamegeek.com/boardgameexpansion/66098/dominion-alchemy;2010;1.0418480347201782;6;45.166666666666664;13;0;not applicable;150
Tajemnicze Domostwo;https://boardgamegeek.com/boardgame/113997/tajemnicze-domostwo;2013;1.0218272467967344;8;62.25;48;0;not applicable;93
Praga Caput Regni;https://boardgamegeek.com/boardgame/308765/praga-caput-regni;2020;1.018127631530378;9;79.55555555555556;57;0;not applicable;18
Race for the Galaxy: Rebel vs Imperium;https://boardgamegeek.com/boardgameexpansion/40210/race-galaxy-rebel-vs-imperium;2009;1.017595753056001;8;63.0;53;0;not applicable;152
Under Falling Skies;https://boardgamegeek.com/boardgame/306735/under-falling-skies;2020;1.015428412177479;9;81.0;48;0;not applicable;14
Ginkgopolis;https://boardgamegeek.com/boardgame/128271/ginkgopolis;2012;1.0051562161425223;8;69.875;39;0;not applicable;114
Viscounts of the West Kingdom;https://boardgamegeek.com/boardgame/296151/viscounts-west-kingdom;2020;0.9992421612330529;7;60.714285714285715;19;0;not applicable;22
Pandemic Legacy: Season 0;https://boardgamegeek.com/boardgame/314040/pandemic-legacy-season-0;2020;0.9858747600282676;8;67.75;51;0;not applicable;22
Eight-Minute Empire;https://boardgamegeek.com/boardgame/131366/eight-minute-empire;2012;0.97844477227027;9;85.33333333333333;71;0;not applicable;104
Cacao;https://boardgamegeek.com/boardgame/171499/cacao;2015;0.9742632399491524;9;86.88888888888889;61;0;not applicable;83
Dungeon Petz;https://boardgamegeek.com/boardgame/97207/dungeon-petz;2011;0.9632002224753405;7;58.142857142857146;33;0;not applicable;130
Tides of Time;https://boardgamegeek.com/boardgame/176229/tides-time;2015;0.9592779308180805;8;75.375;37;0;not applicable;84
Firefly: The Game;https://boardgamegeek.com/boardgame/138161/firefly-the-game;2013;0.9557353145349718;8;74.0;46;0;not applicable;106
Majesty: For the Realm;https://boardgamegeek.com/boardgame/230080/majesty-for-the-realm;2017;0.9507363604570793;7;56.857142857142854;40;0;not applicable;59
Akropolis;https://boardgamegeek.com/boardgame/357563/akropolis;2022;0.9445564430508361;7;68.14285714285714;19;0;19;not applicable
Power Grid: The First Sparks;https://boardgamegeek.com/boardgame/106662/power-grid-first-sparks;2011;0.9412032125132811;6;50.0;21;0;not applicable;131
Euphoria: Build a Better Dystopia;https://boardgamegeek.com/boardgame/133848/euphoria-build-better-dystopia;2013;0.9363188513168693;6;46.666666666666664;22;0;not applicable;107
Spyrium;https://boardgamegeek.com/boardgame/137269/spyrium;2013;0.931220358741656;6;59.5;12;0;not applicable;107
Risk Legacy;https://boardgamegeek.com/boardgame/105134/risk-legacy;2011;0.9300210473780192;7;61.857142857142854;38;0;not applicable;130
Castle Panic;https://boardgamegeek.com/boardgame/43443/castle-panic;2009;0.886245841734859;8;83.75;51;0;not applicable;118
La Granja;https://boardgamegeek.com/boardgame/146886/la-granja;2014;0.8842751247860904;7;66.28571428571429;41;0;not applicable;35
D-Day Dice;https://boardgamegeek.com/boardgame/101785/d-day-dice;2012;0.8788709749126414;5;48.0;13;0;not applicable;125
Living Forest;https://boardgamegeek.com/boardgame/328479/living-forest;2021;0.865302971127727;7;68.85714285714286;46;0;not applicable;5
Clank! In! Space!: A Deck-Building Adventure;https://boardgamegeek.com/boardgame/233371/clank-in-space-a-deck-building-adventure;2017;0.8587836221498836;7;69.42857142857143;41;0;not applicable;55
Earth;https://boardgamegeek.com/boardgame/350184/earth;2023;0.8547003673022403;2;8.0;3;1;3;not applicable
Altiplano;https://boardgamegeek.com/boardgame/234487/altiplano;2017;0.8541787594516155;7;72.0;39;0;not applicable;55
Nightfall;https://boardgamegeek.com/boardgame/88408/nightfall;2011;0.8538117436898286;6;60.333333333333336;17;0;not applicable;140
Elysium;https://boardgamegeek.com/boardgame/163968/elysium;2015;0.8532712896580477;5;41.8;15;0;not applicable;91
Amerigo;https://boardgamegeek.com/boardgame/137408/amerigo;2013;0.8456539902409846;6;58.333333333333336;22;0;not applicable;110
Bunny Kingdom;https://boardgamegeek.com/boardgame/184921/bunny-kingdom;2017;0.844059020006312;8;90.25;80;0;not applicable;45
Summoner Wars;https://boardgamegeek.com/boardgame/58281/summoner-wars;2009;0.8430403765041234;8;90.875;72;0;not applicable;129
Inis;https://boardgamegeek.com/boardgame/155821/inis;2016;0.8358850361375801;7;73.57142857142857;42;0;not applicable;71
Wits & Wagers;https://boardgamegeek.com/boardgame/20100/wits-wagers;2005;0.8240397215784899;7;75.14285714285714;51;0;not applicable;124
Fabled Fruit;https://boardgamegeek.com/boardgame/203427/fabled-fruit;2016;0.8198090647962055;7;78.85714285714286;36;0;not applicable;65
Century: Eastern Wonders;https://boardgamegeek.com/boardgame/242574/century-eastern-wonders;2018;0.796701844340805;5;52.2;19;0;not applicable;54
The Adventurers: The Temple of Chac;https://boardgamegeek.com/boardgame/43868/the-adventurers-the-temple-of-chac;2009;0.775316978276744;7;83.14285714285714;61;0;not applicable;152
Anachrony;https://boardgamegeek.com/boardgame/185343/anachrony;2017;0.7747908430724515;6;68.5;28;0;not applicable;27
Vasco da Gama;https://boardgamegeek.com/boardgame/41002/vasco-da-gama;2009;0.7586951702608324;5;47.8;31;0;not applicable;155
Nations: The Dice Game;https://boardgamegeek.com/boardgame/157809/nations-dice-game;2014;0.7571911616604187;5;54.4;24;0;not applicable;90
Radlands;https://boardgamegeek.com/boardgame/329082/radlands;2021;0.7570552884498297;7;85.85714285714286;78;0;not applicable;1
Age of Empires III: The Age of Discovery;https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery;2007;0.7524014153218459;7;87.42857142857143;73;0;not applicable;153
Star Wars: Outer Rim;https://boardgamegeek.com/boardgame/271896/star-wars-outer-rim;2019;0.7270926392405025;6;71.5;47;0;not applicable;9
Android: Infiltration;https://boardgamegeek.com/boardgame/118063/android-infiltration;2012;0.7240603352298121;5;56.0;24;0;not applicable;126
